"","plant","capacity","designed_capacity","complete","generated_el","time","month","year","parent_company","op_time"
"4605","晶耀光伏",3,2.5,0.009,0.02,79,2,"20","通威新能源有限公司",2017
"4606","晶耀光伏",3,3,0.032,0.175,583,6,"19","通威新能源有限公司",2017
"4607","晶耀光伏",3,3,0.017,0.017,57,1,"19","通威新能源有限公司",2017
"4608","晶耀光伏",1,1,0.027,0.182,1820.95,10,"18","通威新能源有限公司",2017
"4609","晶耀光伏",3,2.5,0.01,0.01,42,1,"20","通威新能源有限公司",2017
"1383","晶辉光伏",6,6,0.059,0.951,1584.241,12,"16","晋能集团",NA
"1384","晶辉光伏",6,6,0.063,0.806,1342.732,10,"17","晋能集团",NA
"1385","晶辉光伏",6,6,0.059,0.059,98,1,"17","晋能集团",NA
"1386","晶辉光伏",6,6,0.064,0.937,1561.978,12,"17","晋能集团",NA
"1387","晶辉光伏",6,6,0.097,0.414,690.5,5,"17","晋能集团",NA
"1388","晶辉光伏",6,6,0.068,0.873,1455.545,11,"17","晋能集团",NA
"1389","晶辉光伏",6,6,0.08,0.659,1097.667,8,"17","晋能集团",NA
"1390","晶辉光伏",6,6,0.077,0.136,226.5,2,"17","晋能集团",NA
"1391","晶辉光伏",6,6,0.086,0.5,834.167,6,"17","晋能集团",NA
"1392","晶辉光伏",6,6,0.088,0.317,528.333,4,"17","晋能集团",NA
"1393","晶辉光伏",6,6,0.078,0.579,964.167,7,"17","晋能集团",NA
"1394","晶辉光伏",6,6,0.093,0.229,382,3,"17","晋能集团",NA
"4610","晶辉光伏",6,6,0.057,0.057,94.583,1,"18","晋能集团",NA
"4611","晶辉光伏",6,6,0.046,0.103,171.042,2,"18","晋能集团",NA
"4612","晶辉光伏",6,6,0.085,0.188,312.872,3,"18","晋能集团",NA
"4613","晶辉光伏",6,6,0.081,0.525,875.728,7,"18","晋能集团",NA
"4614","晶辉光伏",6,6,0.084,0.272,452.745,4,"18","晋能集团",NA
"4615","晶辉光伏",6,6,0.09,0.362,603.163,5,"18","晋能集团",NA
"4616","晶辉光伏",6,6,0.079,0.605,1008.23,8,"18","晋能集团",NA
"4617","晶辉光伏",6,6,0.083,0.445,740.992,6,"18","晋能集团",NA
"4618","晶辉光伏",6,6,0.069,0.674,1123.65,9,"18","晋能集团",NA
"4619","晶辉光伏",6,6,0.1,0.414,690,5,"19","晋能集团",2013
"4620","晶辉光伏",6,6,0.055,0.868,1448,11,"19","晋能集团",2013
"4621","晶辉光伏",6,6,0.097,0.228,379,3,"19","晋能集团",2013
"4622","晶辉光伏",6,6,0.069,0.743,1238.43,10,"18","晋能集团",2013
"4623","晶辉光伏",6,6,0.063,0.806,1342.85,11,"18","晋能集团",2013
"4624","晶辉光伏",6,6,0.086,0.314,523,4,"19","晋能集团",2013
"4625","晶辉光伏",6,6,0.096,0.258,430.696,4,"20","晋能集团",2013
"4626","晶辉光伏",6,6,0.043,0.043,71,1,"20","晋能集团",2013
"4627","晶辉光伏",6,6,0.068,0.131,218,2,"19","晋能集团",2013
"4628","晶辉光伏",6,6,0.076,0.421,701.417,6,"20","晋能集团",2013
"4629","晶辉光伏",6,6,0.071,0.814,1357,10,"19","晋能集团",2013
"4630","晶辉光伏",6,6,0.087,0.666,1110,8,"19","晋能集团",2013
"4631","晶辉光伏",6,6,0.093,0.162,270,3,"20","晋能集团",2013
"4632","晶辉光伏",6,6,0.027,0.069,116,2,"20","晋能集团",2013
"4633","晶辉光伏",6,6,0.06,0.865,1442.107,12,"18","晋能集团",2013
"4634","晶辉光伏",6,6,0.077,0.743,1239,9,"19","晋能集团",2013
"4635","晶辉光伏",6,6,0.082,0.578,964,7,"19","晋能集团",2013
"4636","晶辉光伏",6,6,0.062,0.93,1550.436,12,"19","晋能集团",2013
"4637","晶辉光伏",6,6,0.083,0.497,828,6,"19","晋能集团",2013
"4638","晶辉光伏",6,6,0.086,0.344,574.038,5,"20","晋能集团",2013
"4639","晶辉光伏",6,6,0.063,0.063,105,1,"19","晋能集团",2013
"4640","智阳风电场",4.99,4.99,0.132,0.467,935.573,5,"20","大唐国际发电股份有限公司",2019
"4641","智阳风电场",4.99,4.99,0.124,0.239,479,10,"19","大唐国际发电股份有限公司",2019
"4642","智阳风电场",4.99,4.99,0.02,0.08,161,2,"20","大唐国际发电股份有限公司",2019
"4643","智阳风电场",4.99,4.99,0.107,0.345,693,11,"19","大唐国际发电股份有限公司",2019
"4644","智阳风电场",4.99,4.99,0.192,0.537,1077.018,12,"19","大唐国际发电股份有限公司",2019
"4645","智阳风电场",4.99,4.99,0.053,0.115,230,9,"19","大唐国际发电股份有限公司",2019
"4646","智阳风电场",4.99,4.99,0.061,0.061,123,8,"19","大唐国际发电股份有限公司",2019
"4647","智阳风电场",4.99,4.99,0.091,0.558,1117.503,6,"20","大唐国际发电股份有限公司",2019
"4648","智阳风电场",4.99,4.99,0.06,0.06,120,1,"20","大唐国际发电股份有限公司",2019
"4649","智阳风电场",4.99,4.99,0.141,0.221,444,3,"20","大唐国际发电股份有限公司",2019
"4650","智阳风电场",4.99,4.99,0.114,0.335,NA,4,"20","大唐国际发电股份有限公司",2019
"4651","暄阳电厂",70,70,0.827,6.392,717,10,"19","同煤集团",2018
"4652","暄阳电厂",70,70,0,5.566,599,8,"19","同煤集团",2018
"4653","暄阳电厂",0,0,1.355,2.557,NA,3,"19","同煤集团",2018
"4654","暄阳电厂",70,70,1.127,6.094,870.506,4,"20","同煤集团",2018
"4655","暄阳电厂",0,0,0.298,1.202,0,2,"19","同煤集团",2018
"4657","暄阳电厂",70,70,1.428,7.82,921,11,"19","同煤集团",2018
"4658","暄阳电厂",70,70,0,6.094,870.506,5,"20","同煤集团",2018
"4659","暄阳电厂",70,70,0,6.094,870.506,6,"20","同煤集团",2018
"4660","暄阳电厂",0,0,1.435,3.135,0,2,"20","同煤集团",2018
"4661","暄阳电厂",35,35,1.188,3.745,339,5,"19","同煤集团",2018
"4662","暄阳电厂",70,70,0.78,4.525,450,6,"19","同煤集团",2018
"4663","暄阳电厂",0,0,1.699,1.699,0,1,"20","同煤集团",2018
"4664","暄阳电厂",70,70,1.041,5.566,599,7,"19","同煤集团",2018
"4665","暄阳电厂",0,0,0,2.557,NA,4,"19","同煤集团",2018
"4666","暄阳电厂",70,39,1.548,9.368,2402.055,12,"19","同煤集团",2018
"4667","暄阳电厂",70,70,1.832,4.967,709.517,3,"20","同煤集团",2018
"4668","暄阳电厂",70,70,0,5.566,599,9,"19","同煤集团",2018
"4669","暄阳电厂",0,0,0.903,0.903,0,1,"19","同煤集团",2018
"4670","曲峪光伏",3,1.5,0.004,0.004,25.21,9,"18","同煤集团",NA
"4671","曲峪光伏",3,1.5,0,0,0.83,8,"18","同煤集团",NA
"4672","曲峪光伏",3,3,0.019,0.019,62,1,"20","同煤集团",2017
"4673","曲峪光伏",3,3,0.041,0.079,262,3,"19","同煤集团",2017
"4674","曲峪光伏",3,3,0.015,0.363,1211,11,"19","同煤集团",2017
"4675","曲峪光伏",3,3,0.034,0.052,174,2,"20","同煤集团",2017
"4676","曲峪光伏",3,3,0.035,0.348,1162,10,"19","同煤集团",2017
"4677","曲峪光伏",3,3,0.047,0.099,329.54,3,"20","同煤集团",2017
"4678","曲峪光伏",3,3,0.036,0.313,1045,9,"19","同煤集团",2017
"4679","曲峪光伏",3,3,0.022,0.07,394.05,12,"18","同煤集团",2017
"4680","曲峪光伏",3,3,0.045,0.19,633.556,5,"20","同煤集团",2017
"4681","曲峪光伏",3,3,0.021,0.021,71,1,"19","同煤集团",2017
"4682","曲峪光伏",3,3,0.047,0.146,485.184,4,"20","同煤集团",2017
"4683","曲峪光伏",3,3,0.04,0.277,925,8,"19","同煤集团",2017
"4684","曲峪光伏",3,3,0.04,0.23,766.211,6,"20","同煤集团",2017
"4685","曲峪光伏",3,3,0.016,0.038,126,2,"19","同煤集团",2017
"4686","曲峪光伏",3,3,0.038,0.204,681,6,"19","同煤集团",2017
"4687","曲峪光伏",3,3,0.033,0.237,791,7,"19","同煤集团",2017
"4688","曲峪光伏",3,3,0.045,0.166,553,5,"19","同煤集团",2017
"4689","曲峪光伏",3,3,0.026,0.39,1298.808,12,"19","同煤集团",2017
"4690","曲峪光伏",3,3,0.043,0.121,404,4,"19","同煤集团",2017
"4691","曲峪光伏",3,1.5,0.023,0.048,320.14,11,"18","同煤集团",2017
"4692","曲峪光伏",3,1.5,0.021,0.025,167.76,10,"18","同煤集团",2017
"1399","曹张光伏",5,5,0.046,0.731,1461.088,12,"16","中核集团",NA
"1400","曹张光伏",5,5,0.053,0.745,1490.68,12,"17","中核集团",NA
"1401","曹张光伏",5,5,0.059,0.692,1384.756,11,"17","中核集团",NA
"1402","曹张光伏",5,5,0.07,0.245,489.2,4,"17","中核集团",NA
"1403","曹张光伏",5,5,0.046,0.633,1265.924,10,"17","中核集团",NA
"1404","曹张光伏",5,5,0.038,0.038,76.4,1,"17","中核集团",NA
"1405","曹张光伏",5,5,0.078,0.174,348.2,3,"17","中核集团",NA
"1406","曹张光伏",5,5,0.058,0.096,191.6,2,"17","中核集团",NA
"1407","曹张光伏",5,5,0.076,0.321,642.2,5,"17","中核集团",NA
"1408","曹张光伏",5,5,0.063,0.518,1036.8,8,"17","中核集团",NA
"1409","曹张光伏",5,5,0.065,0.455,910.6,7,"17","中核集团",NA
"1410","曹张光伏",5,5,0.069,0.39,780.8,6,"17","中核集团",NA
"4693","曹张光伏",5,5,0.042,0.042,84.588,1,"18","中核集团",NA
"4694","曹张光伏",5,5,0.063,0.35,700.924,6,"18","中核集团",NA
"4695","曹张光伏",5,5,0.053,0.096,191.38,2,"18","中核集团",NA
"4696","曹张光伏",5,5,0.059,0.41,819.56,7,"18","中核集团",NA
"4697","曹张光伏",5,5,0.064,0.218,435.736,4,"18","中核集团",NA
"4698","曹张光伏",5,5,0.069,0.287,574.728,5,"18","中核集团",NA
"4699","曹张光伏",5,5,0.055,0.522,1044.71,9,"18","中核集团",NA
"4700","曹张光伏",5,5,0.058,0.468,935.28,8,"18","中核集团",NA
"4701","曹张光伏",5,5,0.058,0.154,308.28,3,"18","中核集团",NA
"4702","曹张光伏",5,5,0.043,0.082,164,2,"19","中核集团",2015
"4703","曹张光伏",5,5,0.039,0.632,1263.7,11,"18","中核集团",2015
"4704","曹张光伏",5,5,0.076,0.139,278,3,"20","中核集团",2015
"4705","曹张光伏",5,5,0.072,0.291,581.58,5,"20","中核集团",2015
"4706","曹张光伏",5,5,0.064,0.568,1137,9,"19","中核集团",2015
"4707","曹张光伏",5,5,0.07,0.504,1008,8,"19","中核集团",2015
"4708","曹张光伏",5,5,0.039,0.039,78,1,"19","中核集团",2015
"4709","曹张光伏",5,5,0.025,0.063,126,2,"20","中核集团",2015
"4710","曹张光伏",5,5,0.064,0.434,868,7,"19","中核集团",2015
"4711","曹张光伏",5,5,0.065,0.37,740,6,"19","中核集团",2015
"4712","曹张光伏",5,5,0.07,0.593,1185.58,10,"18","中核集团",2015
"4713","曹张光伏",5,5,0.046,0.678,1355.54,12,"18","中核集团",2015
"4714","曹张光伏",5,5,0.039,0.039,77,1,"20","中核集团",2015
"4715","曹张光伏",5,5,0.055,0.623,1247,10,"19","中核集团",2015
"4716","曹张光伏",5,5,0.075,0.157,314,3,"19","中核集团",2015
"4717","曹张光伏",5,5,0.041,0.664,1329,11,"19","中核集团",2015
"4718","曹张光伏",5,5,0.079,0.218,436.696,4,"20","中核集团",2015
"4719","曹张光伏",5,5,0.079,0.305,610,5,"19","中核集团",2015
"4720","曹张光伏",5,5,0.069,0.226,452,4,"19","中核集团",2015
"4721","曹张光伏",5,5,0.064,0.354,708.936,6,"20","中核集团",2015
"4722","曹张光伏",5,5,0.051,0.716,1431.43,12,"19","中核集团",2015
"1412","月明山风电场",9.9,9.9,0.266,2.371,2394.551,12,"17","else",NA
"1413","月明山风电场",9.9,9.9,0.179,2.251,2273.87,12,"16","else",NA
"1414","月明山风电场",9.9,9.9,0.274,2.105,2126.245,11,"17","else",NA
"1415","月明山风电场",9.9,9.9,0.132,1.831,1849.763,10,"17","else",NA
"1416","月明山风电场",9.9,9.9,0.219,0.606,611.919,3,"17","else",NA
"1417","月明山风电场",9.9,9.9,0.181,0.181,182.727,1,"17","else",NA
"1418","月明山风电场",9.9,9.9,0.206,0.387,390.505,2,"17","else",NA
"1419","月明山风电场",9.9,9.9,0.155,1.244,1256.263,6,"17","else",NA
"1420","月明山风电场",9.9,9.9,0.132,1.515,1530.202,8,"17","else",NA
"1421","月明山风电场",9.9,9.9,0.241,0.847,855.051,4,"17","else",NA
"1422","月明山风电场",9.9,9.9,0.139,1.383,1396.667,7,"17","else",NA
"1423","月明山风电场",9.9,9.9,0.242,1.089,1099.697,5,"17","else",NA
"4723","月明山风电场",9.9,9.9,0.243,0.243,245.731,1,"18","else",NA
"4724","月明山风电场",9.9,9.9,0.251,0.997,1006.843,4,"18","else",NA
"4725","月明山风电场",9.9,9.9,0.235,0.746,753.31,3,"18","else",NA
"4726","月明山风电场",9.9,9.9,0.204,1.558,1573.841,7,"18","else",NA
"4727","月明山风电场",9.9,9.9,0.227,1.224,1236.527,5,"18","else",NA
"4728","月明山风电场",9.9,9.9,0.109,1.667,1684.34,8,"18","else",NA
"4729","月明山风电场",9.9,9.9,0.261,1.928,1947.67,9,"18","else",NA
"4730","月明山风电场",9.9,9.9,0.13,1.354,1367.973,6,"18","else",NA
"4731","月明山风电场",9.9,9.9,0.267,0.511,515.821,2,"18","else",NA
"1424","望狐风电场",9.9,9.9,0.167,2.412,2436.336,10,"17","else",NA
"1425","望狐风电场",9.9,9.9,0.354,3.376,3409.854,12,"16","else",NA
"1426","望狐风电场",9.9,9.9,0.391,2.803,2831.397,11,"17","else",NA
"1427","望狐风电场",9.9,9.9,0.306,0.306,309.596,1,"17","else",NA
"1428","望狐风电场",9.9,9.9,0.425,3.228,3260.76,12,"17","else",NA
"1429","望狐风电场",9.9,9.9,0.279,0.586,591.515,2,"17","else",NA
"1430","望狐风电场",9.9,9.9,0.265,0.85,858.788,3,"17","else",NA
"1431","望狐风电场",9.9,9.9,0.325,1.176,1187.374,4,"17","else",NA
"1432","望狐风电场",9.9,9.9,0.328,1.504,1518.99,5,"17","else",NA
"1433","望狐风电场",9.9,9.9,0.146,1.833,1851.616,7,"17","else",NA
"1434","望狐风电场",9.9,9.9,0.142,1.975,1994.646,8,"17","else",NA
"1435","望狐风电场",9.9,9.9,0.183,1.687,1703.838,6,"17","else",NA
"4755","望狐风电场",9.9,9.9,0.443,0.443,447.038,1,"18","else",NA
"4756","望狐风电场",9.9,9.9,0.451,0.894,902.589,2,"18","else",NA
"4757","望狐风电场",9.9,9.9,0.341,1.235,1247.482,3,"18","else",NA
"4758","望狐风电场",9.9,9.9,0.291,2.39,2414.516,7,"18","else",NA
"4759","望狐风电场",9.9,9.9,0.606,3.193,3225.36,9,"18","else",NA
"4760","望狐风电场",9.9,9.9,0.325,1.56,1575.689,4,"18","else",NA
"4761","望狐风电场",9.9,9.9,0.196,2.587,2612.83,8,"18","else",NA
"4762","望狐风电场",9.9,9.9,0.246,2.099,2120.226,6,"18","else",NA
"4763","望狐风电场",9.9,9.9,0.293,1.853,1871.947,5,"18","else",NA
"1436","朝阳燃气",12.6,12.6,0.671,1.604,1272.698,4,"17","else",NA
"1437","朝阳燃气",12.6,12.6,0.287,3.696,2932.937,8,"17","else",NA
"1438","朝阳燃气",12.6,12.6,0.484,3.409,2705.476,7,"17","else",NA
"1439","朝阳燃气",12.6,12.6,0.643,2.925,2321.429,6,"17","else",NA
"1440","朝阳燃气",12.6,12.6,0.306,0.306,243.095,1,"17","else",NA
"1441","朝阳燃气",12.6,12.6,0.232,4.392,3485.794,12,"16","else",NA
"1442","朝阳燃气",12.6,12.6,0,3.704,2939.359,12,"17","else",NA
"1443","朝阳燃气",12.6,12.6,0,3.704,2939.359,11,"17","else",NA
"1444","朝阳燃气",12.6,12.6,0.328,0.933,740.317,3,"17","else",NA
"1445","朝阳燃气",12.6,12.6,0.678,2.282,1810.794,5,"17","else",NA
"1446","朝阳燃气",12.6,12.6,0.298,0.605,480,2,"17","else",NA
"1447","朝阳燃气",12.6,12.6,0,3.704,2939.359,10,"17","else",NA
"4764","朝阳燃气",12.6,12.6,0,0,0,3,"20","else",NA
"4765","朝阳燃气",12.6,12.6,0,0,0,2,"20","else",NA
"4766","朝阳燃气",12.6,12.6,0.293,0.634,503.473,6,"20","else",NA
"4767","朝阳燃气",12.6,12.6,0,0,0,1,"18","else",NA
"4768","朝阳燃气",12.6,12.6,0,3.484,2765.22,12,"18","else",NA
"4769","朝阳燃气",12.6,12.6,0.247,3.484,2765.22,10,"18","else",NA
"4770","朝阳燃气",12.6,12.6,0.034,0.034,27.162,4,"20","else",NA
"4771","朝阳燃气",12.6,12.6,0.66,1.012,802.883,5,"18","else",NA
"4772","朝阳燃气",12.6,12.6,0.307,0.341,270.546,5,"20","else",NA
"4773","朝阳燃气",12.6,12.6,0.597,0.919,730,5,"19","else",NA
"4774","朝阳燃气",12.6,12.6,0.359,3.237,2569.42,9,"18","else",NA
"4775","朝阳燃气",12.6,12.6,0,0,0,3,"19","else",NA
"4776","朝阳燃气",12.6,12.6,0,0,0,3,"18","else",NA
"4777","朝阳燃气",12.6,12.6,0.352,0.352,279.416,4,"18","else",NA
"4778","朝阳燃气",12.6,12.6,0.65,1.569,1246,6,"19","else",NA
"4779","朝阳燃气",12.6,12.6,0.581,2.151,1707,7,"19","else",NA
"4780","朝阳燃气",12.6,12.6,0,0,0,2,"18","else",NA
"4781","朝阳燃气",12.6,12.6,0.635,1.647,1306.978,6,"18","else",NA
"4782","朝阳燃气",12.6,12.6,0,3.874,3074.584,12,"19","else",NA
"4783","朝阳燃气",12.6,12.6,0.624,3.42,2714,9,"19","else",NA
"4784","朝阳燃气",12.6,12.6,0.616,2.263,1795.651,7,"18","else",NA
"4785","朝阳燃气",12.6,12.6,0.645,2.796,2219,8,"19","else",NA
"4786","朝阳燃气",12.6,12.6,0,0,0,1,"19","else",NA
"4787","朝阳燃气",12.6,12.6,0.322,0.322,256,4,"19","else",NA
"4788","朝阳燃气",12.6,12.6,0.454,3.874,3074,10,"19","else",NA
"4789","朝阳燃气",12.6,12.6,0,3.484,2765.22,11,"18","else",NA
"4790","朝阳燃气",12.6,12.6,0,0,0,1,"20","else",NA
"4791","朝阳燃气",12.6,12.6,0,3.874,3074,11,"19","else",NA
"4792","朝阳燃气",12.6,12.6,0.616,2.878,2284.15,8,"18","else",NA
"4793","朝阳燃气",12.6,12.6,0,0,0,2,"19","else",NA
"4794","李寨风电场",9.8,4.62,0.034,0.073,173,8,"19","中国华电集团",2019
"4795","李寨风电场",9.8,4.62,0.133,0.339,749,11,"19","中国华电集团",2019
"4796","李寨风电场",9.8,4.62,0.043,0.116,267,9,"19","中国华电集团",2019
"4797","李寨风电场",9.8,4.62,0.09,0.206,461,10,"19","中国华电集团",2019
"4798","李寨风电场",9.8,9.8,0.09,0.75,764.918,6,"20","中国华电集团",2019
"4799","李寨风电场",9.8,9.8,0.072,0.144,147,2,"20","中国华电集团",2019
"4800","李寨风电场",9.8,9.8,0.072,0.072,73,1,"20","中国华电集团",2019
"4801","李寨风电场",9.8,9.8,0.158,0.66,673.257,5,"20","中国华电集团",2019
"4802","李寨风电场",9.8,9.8,0.163,0.497,512.919,12,"19","中国华电集团",2019
"4803","李寨风电场",9.8,9.8,0.188,0.332,339,3,"20","中国华电集团",2019
"4804","李寨风电场",4.62,1.87,0.005,0.005,25,6,"19","中国华电集团",2019
"4805","李寨风电场",9.8,4.62,0.034,0.039,99,7,"19","中国华电集团",2019
"4806","李寨风电场",9.8,9.8,0.169,0.502,NA,4,"20","中国华电集团",2019
"4807","杜交曲光伏",5.2,2.17,0.001,0.003,13.91,9,"18","else",NA
"4808","杜交曲光伏",5.198,2.1658,0.001,0.002,9.4,8,"18","else",NA
"4809","杜交曲光伏",5.198,2.1658,0.001,0.001,NA,7,"18","else",NA
"4810","杜交曲光伏",5.2,2.17,0.008,0.016,71.65,11,"18","else",2018
"4811","杜交曲光伏",5.2,2.17,0.005,0.008,35.83,10,"18","else",2018
"4812","杜交曲光伏",5.198,5.198,0.042,0.042,81,1,"20","else",2018
"4813","杜交曲光伏",5.2,5.2,0.066,0.404,777.465,6,"20","else",2018
"4814","杜交曲光伏",5.2,5.2,0.081,0.257,494.954,4,"20","else",2018
"4815","杜交曲光伏",5.2,5.2,0.065,0.256,1039,8,"19","else",2018
"4816","杜交曲光伏",5.2,1.62,0.012,0.02,124,2,"19","else",2018
"4817","杜交曲光伏",5.2,1.62,0.038,0.128,793,6,"19","else",2018
"4818","杜交曲光伏",5.2,5.2,0.081,0.338,650.032,5,"20","else",2018
"4819","杜交曲光伏",5.2,1.62,0.024,0.044,271,3,"19","else",2018
"4820","杜交曲光伏",5.198,5.198,0.043,0.468,1274.7,12,"19","else",2018
"4821","杜交曲光伏",5.2,1.62,0.024,0.091,560,5,"19","else",2018
"4822","杜交曲光伏",5.2,5.2,0.057,0.373,1263,10,"19","else",2018
"4823","杜交曲光伏",5.198,5.198,0.06,0.102,197,2,"20","else",2018
"4824","杜交曲光伏",5.2,5.2,0.059,0.316,1153,9,"19","else",2018
"4825","杜交曲光伏",5.2,1.62,0.022,0.066,409,4,"19","else",2018
"4826","杜交曲光伏",5.2,5.2,0.076,0.176,339,3,"20","else",2018
"4827","杜交曲光伏",5.198,1.62,0.007,0.023,116.039,12,"18","else",2018
"4828","杜交曲光伏",5.2,5.2,0.042,0.415,1343,11,"19","else",2018
"4829","杜交曲光伏",5.198,1.62,0.008,0.008,52,1,"19","else",2018
"4830","杜交曲光伏",5.2,5.2,0.063,0.191,913,7,"19","else",2018
"4831","松阔光伏",10,10,0.144,1.387,1388.934,12,"19","else",2019
"4832","松阔光伏",10,7.7,0.007,0.007,9,1,"19","else",2019
"4833","松阔光伏",10,10,0.123,0.197,198,3,"19","else",2019
"4834","松阔光伏",10,10,0.142,0.55,551,6,"19","else",2019
"4835","松阔光伏",10,10,0.142,0.693,693,7,"19","else",2019
"4836","松阔光伏",10,10,0.189,0.593,593.035,4,"20","else",2019
"4837","松阔光伏",10,10,0.113,0.408,409,5,"19","else",2019
"4838","松阔光伏",10,10,0.193,0.405,405,3,"20","else",2019
"4839","松阔光伏",10,10,0.156,0.849,849,8,"19","else",2019
"4840","松阔光伏",10,10,0.182,0.775,775.385,5,"20","else",2019
"4841","松阔光伏",10,10,0.11,0.11,110,1,"20","else",2019
"4842","松阔光伏",10,10,0.127,1.127,1127,10,"19","else",2019
"4843","松阔光伏",10,10,0.068,0.075,75,2,"19","else",2019
"4844","松阔光伏",10,10,0.142,0.917,917.306,6,"20","else",2019
"4845","松阔光伏",10,10,0.102,0.211,212,2,"20","else",2019
